ISTASYON_NO,SOKET_GUCU,SOKET_NO,SOKET_TIPI,SOKET_TURU
ŞRJ/5471,22,SKT/11894,AC,AC_TYPE2
ŞRJ/5471,22,SKT/11895,AC,AC_TYPE2
ŞRJ/5471,22,SKT/11896,AC,AC_TYPE2
ŞRJ/5471,22,SKT/11897,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11899,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11900,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11901,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11902,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11903,AC,AC_TYPE2
ŞRJ/5472,22,SKT/11904,AC,AC_TYPE2
ŞRJ/6099,60,SKT/13334,DC,DC_CCS
ŞRJ/6099,60,SKT/13335,DC,DC_CCS
ŞRJ/6099,22,SKT/13833,AC,AC_TYPE2
ŞRJ/6025,120,SKT/13170,DC,DC_CCS
ŞRJ/6025,120,SKT/13171,DC,DC_CCS
ŞRJ/6026,120,SKT/13172,DC,DC_CCS
ŞRJ/6026,120,SKT/13173,DC,DC_CCS
ŞRJ/6026,120,SKT/13174,DC,DC_CCS
ŞRJ/6026,120,SKT/13175,DC,DC_CCS
ŞRJ/6384,120,SKT/13912,DC,DC_CCS
ŞRJ/6384,120,SKT/13981,DC,DC_CCS
ŞRJ/6939,120,SKT/15503,DC,DC_CCS
ŞRJ/6939,120,SKT/15504,DC,DC_CCS
ŞRJ/10513,7,SKT/25593,AC,AC_TYPE2
ŞRJ/3706,22,SKT/7470,AC,AC_TYPE2
ŞRJ/5840,22,SKT/12711,AC,AC_TYPE2
ŞRJ/5840,22,SKT/12712,AC,AC_TYPE2
ŞRJ/3349,22,SKT/6607,AC,AC_TYPE2
ŞRJ/3349,22,SKT/6608,AC,AC_TYPE2
ŞRJ/3351,120,SKT/6610,DC,DC_CCS
ŞRJ/3351,120,SKT/6611,DC,DC_CCS
ŞRJ/3351,22,SKT/6612,AC,AC_TYPE2
ŞRJ/3352,22,SKT/6613,AC,AC_TYPE2
ŞRJ/3352,22,SKT/6614,AC,AC_TYPE2
ŞRJ/3353,22,SKT/6615,AC,AC_TYPE2
ŞRJ/3353,22,SKT/6616,AC,AC_TYPE2
ŞRJ/3353,22,SKT/6617,AC,AC_TYPE2
ŞRJ/3353,22,SKT/6618,AC,AC_TYPE2
ŞRJ/3353,22,SKT/6619,AC,AC_TYPE2
ŞRJ/3360,22,SKT/6628,AC,AC_TYPE2
ŞRJ/3360,22,SKT/6629,AC,AC_TYPE2
ŞRJ/3376,22,SKT/6665,AC,AC_TYPE2
ŞRJ/3376,22,SKT/6666,AC,AC_TYPE2
ŞRJ/3557,120,SKT/7094,DC,DC_CCS
ŞRJ/3557,120,SKT/7095,DC,DC_CCS
ŞRJ/3557,22,SKT/7096,AC,AC_TYPE2
ŞRJ/3557,22,SKT/7097,AC,AC_TYPE2
ŞRJ/3558,22,SKT/7098,AC,AC_TYPE2
ŞRJ/3558,22,SKT/7099,AC,AC_TYPE2
ŞRJ/3559,22,SKT/7100,AC,AC_TYPE2
ŞRJ/3559,22,SKT/7101,AC,AC_TYPE2
ŞRJ/3871,120,SKT/7916,DC,DC_CCS
ŞRJ/3871,120,SKT/7917,DC,DC_CCS
ŞRJ/3871,22,SKT/7918,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7919,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7920,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7921,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7922,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7923,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7924,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7925,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7926,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7927,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7928,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7929,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7930,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7931,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7932,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7933,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7934,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7935,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7936,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7937,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7938,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7939,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7940,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7941,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7942,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7943,AC,AC_TYPE2
ŞRJ/3871,22,SKT/7944,AC,AC_TYPE2
ŞRJ/6010,22,SKT/13149,AC,AC_TYPE2
ŞRJ/6010,22,SKT/13150,AC,AC_TYPE2
ŞRJ/2311,300,SKT/4245,DC,DC_CCS
ŞRJ/2311,300,SKT/4246,DC,DC_CCS
ŞRJ/2311,22,SKT/4250,AC,AC_TYPE2
ŞRJ/1898,22,SKT/3413,AC,AC_TYPE2
ŞRJ/1898,22,SKT/3414,AC,AC_TYPE2
ŞRJ/1898,180,SKT/3415,DC,DC_CCS
ŞRJ/1898,180,SKT/3416,DC,DC_CCS
ŞRJ/2407,22,SKT/4448,AC,AC_TYPE2
ŞRJ/2407,22,SKT/4449,AC,AC_TYPE2
ŞRJ/2407,60,SKT/4450,DC,DC_CCS
ŞRJ/2407,60,SKT/4451,DC,DC_CCS
ŞRJ/2407,60,SKT/4452,DC,DC_CCS
ŞRJ/2407,60,SKT/4453,DC,DC_CCS
ŞRJ/4462,180,SKT/9378,DC,DC_CCS
ŞRJ/4462,180,SKT/9379,DC,DC_CCS
ŞRJ/4462,180,SKT/9380,DC,DC_CCS
ŞRJ/4462,180,SKT/9381,DC,DC_CCS
ŞRJ/4462,180,SKT/9382,DC,DC_CCS
ŞRJ/4462,180,SKT/9383,DC,DC_CCS
ŞRJ/5431,180,SKT/11790,DC,DC_CCS
ŞRJ/5431,180,SKT/11791,DC,DC_CCS
ŞRJ/5433,180,SKT/11793,DC,DC_CCS
ŞRJ/5433,180,SKT/11794,DC,DC_CCS
ŞRJ/10913,180,SKT/26747,DC,DC_CCS
ŞRJ/10913,180,SKT/26748,DC,DC_CCS
ŞRJ/10921,60,SKT/26777,DC,DC_CCS
ŞRJ/10921,60,SKT/26778,DC,DC_CCS
ŞRJ/10920,22,SKT/26775,AC,AC_TYPE2
ŞRJ/10920,22,SKT/26776,AC,AC_TYPE2
ŞRJ/10539,180,SKT/25661,DC,DC_CCS
ŞRJ/10539,180,SKT/25662,DC,DC_CCS
ŞRJ/10217,22,SKT/24683,AC,AC_TYPE2
ŞRJ/10221,30,SKT/24694,DC,DC_CCS
ŞRJ/8904,120,SKT/20616,DC,DC_CCS
ŞRJ/8904,120,SKT/20617,DC,DC_CCS
ŞRJ/8904,120,SKT/24701,DC,DC_CCS
ŞRJ/8904,120,SKT/24703,DC,DC_CCS
ŞRJ/4683,11,SKT/9953,AC,AC_TYPE2
ŞRJ/4683,11,SKT/9954,AC,AC_TYPE2
ŞRJ/4684,60,SKT/9955,DC,DC_CCS
ŞRJ/4684,22,SKT/9956,AC,AC_TYPE2
ŞRJ/4684,22,SKT/9957,AC,AC_TYPE2
ŞRJ/4684,60,SKT/11452,DC,DC_CCS
ŞRJ/5044,60,SKT/10725,DC,DC_CCS
ŞRJ/5044,11,SKT/10726,AC,AC_TYPE2
ŞRJ/5044,60,SKT/11457,DC,DC_CCS
ŞRJ/5050,11,SKT/10746,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10747,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10748,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10749,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10750,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10751,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10752,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10753,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10754,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10755,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10756,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10757,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10758,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10759,AC,AC_TYPE2
ŞRJ/5050,11,SKT/10760,AC,AC_TYPE2
ŞRJ/5050,11,SKT/11459,AC,AC_TYPE2
ŞRJ/5050,11,SKT/11460,AC,AC_TYPE2
ŞRJ/5050,11,SKT/11461,AC,AC_TYPE2
ŞRJ/5050,11,SKT/11462,AC,AC_TYPE2
ŞRJ/5050,11,SKT/11464,AC,AC_TYPE2
ŞRJ/5314,22,SKT/11485,AC,AC_TYPE2
ŞRJ/5314,22,SKT/11486,AC,AC_TYPE2
ŞRJ/5316,22,SKT/11488,AC,AC_TYPE2
ŞRJ/5316,22,SKT/11489,AC,AC_TYPE2
ŞRJ/6098,22,SKT/13330,AC,AC_TYPE2
ŞRJ/223,22,SKT/382,AC,AC_TYPE2
ŞRJ/223,22,SKT/383,AC,AC_TYPE2
ŞRJ/224,24,SKT/384,DC,DC_CCS
ŞRJ/224,24,SKT/385,DC,DC_CHADEMO
ŞRJ/228,22,SKT/389,AC,AC_TYPE2
ŞRJ/228,22,SKT/390,AC,AC_TYPE2
ŞRJ/233,22,SKT/413,AC,AC_TYPE2
ŞRJ/2123,22,SKT/3876,AC,AC_TYPE2
ŞRJ/2123,22,SKT/3877,AC,AC_TYPE2
ŞRJ/2143,22,SKT/3910,AC,AC_TYPE2
ŞRJ/2848,7,SKT/5511,AC,AC_TYPE2
ŞRJ/1921,22,SKT/3458,AC,AC_TYPE2
ŞRJ/1921,22,SKT/3459,AC,AC_TYPE2
ŞRJ/2170,60,SKT/3947,DC,DC_CCS
ŞRJ/2170,60,SKT/3948,DC,DC_CCS
ŞRJ/2171,180,SKT/3949,DC,DC_CCS
ŞRJ/2171,180,SKT/3950,DC,DC_CCS
ŞRJ/2173,60,SKT/3953,DC,DC_CCS
ŞRJ/2173,60,SKT/3954,DC,DC_CCS
ŞRJ/2175,60,SKT/3957,DC,DC_CCS
ŞRJ/2175,60,SKT/3958,DC,DC_CCS
ŞRJ/2633,22,SKT/4995,AC,AC_TYPE2
ŞRJ/2633,22,SKT/4996,AC,AC_TYPE2
ŞRJ/2634,22,SKT/4997,AC,AC_TYPE2
ŞRJ/2634,22,SKT/4998,AC,AC_TYPE2
ŞRJ/3459,11,SKT/6890,AC,AC_TYPE2
ŞRJ/3459,11,SKT/6893,AC,AC_TYPE2
ŞRJ/3459,11,SKT/6894,AC,AC_TYPE2
ŞRJ/4682,11,SKT/9950,AC,AC_TYPE2
ŞRJ/4682,11,SKT/9951,AC,AC_TYPE2
ŞRJ/4682,11,SKT/9952,AC,AC_TYPE2
ŞRJ/3089,22,SKT/5991,AC,AC_TYPE2
ŞRJ/3182,22,SKT/6162,AC,AC_TYPE2
ŞRJ/3883,22,SKT/7960,AC,AC_TYPE2
ŞRJ/5253,22,SKT/11315,AC,AC_TYPE2
ŞRJ/5253,22,SKT/11316,AC,AC_TYPE2
ŞRJ/5253,22,SKT/11317,AC,AC_TYPE2
ŞRJ/5253,22,SKT/11318,AC,AC_TYPE2
ŞRJ/5253,22,SKT/11319,AC,AC_TYPE2
ŞRJ/5253,120,SKT/11518,DC,DC_CCS
ŞRJ/5253,120,SKT/11519,DC,DC_CCS
ŞRJ/5268,22,SKT/11350,AC,AC_TYPE2
ŞRJ/5268,22,SKT/11351,AC,AC_TYPE2
ŞRJ/5268,22,SKT/11352,AC,AC_TYPE2
ŞRJ/5271,22,SKT/11358,AC,AC_TYPE2
ŞRJ/5271,22,SKT/11360,AC,AC_TYPE2
ŞRJ/5271,22,SKT/11361,AC,AC_TYPE2
ŞRJ/10876,120,SKT/26644,DC,DC_CCS
ŞRJ/10876,120,SKT/26645,DC,DC_CCS
ŞRJ/10912,30,SKT/26745,DC,DC_CCS
ŞRJ/10912,30,SKT/26746,DC,DC_CCS
ŞRJ/3184,180,SKT/6164,DC,DC_CCS
ŞRJ/3184,180,SKT/6165,DC,DC_CCS
ŞRJ/3185,180,SKT/6166,DC,DC_CCS
ŞRJ/3185,180,SKT/6167,DC,DC_CCS
ŞRJ/3250,180,SKT/6301,DC,DC_CCS
ŞRJ/3250,180,SKT/6302,DC,DC_CCS
ŞRJ/4543,180,SKT/9551,DC,DC_CCS
ŞRJ/4543,180,SKT/9552,DC,DC_CCS
ŞRJ/4549,180,SKT/9588,DC,DC_CCS
ŞRJ/4549,180,SKT/9589,DC,DC_CCS
ŞRJ/4570,180,SKT/9635,DC,DC_CCS
ŞRJ/4570,180,SKT/9636,DC,DC_CCS
ŞRJ/5966,180,SKT/13025,DC,DC_CCS
ŞRJ/5966,180,SKT/13026,DC,DC_CCS
ŞRJ/5110,22,SKT/10912,AC,AC_TYPE2
ŞRJ/5110,22,SKT/10913,AC,AC_TYPE2
ŞRJ/4657,11,SKT/9884,AC,AC_TYPE2
ŞRJ/4657,11,SKT/9885,AC,AC_TYPE2
ŞRJ/4657,22,SKT/9886,AC,AC_TYPE2
ŞRJ/4657,22,SKT/9887,AC,AC_TYPE2
ŞRJ/4657,22,SKT/9888,AC,AC_TYPE2
ŞRJ/4657,60,SKT/9893,DC,DC_CCS
ŞRJ/4657,22,SKT/10882,AC,AC_TYPE2
ŞRJ/4657,22,SKT/10883,AC,AC_TYPE2
ŞRJ/4657,22,SKT/10884,AC,AC_TYPE2
ŞRJ/4657,22,SKT/10885,AC,AC_TYPE2
ŞRJ/4657,30,SKT/10886,DC,DC_CCS
ŞRJ/4657,60,SKT/10991,DC,DC_CCS
ŞRJ/7158,22,SKT/16018,AC,AC_TYPE2
ŞRJ/7158,22,SKT/16019,AC,AC_TYPE2
ŞRJ/7193,180,SKT/16110,DC,DC_CCS
ŞRJ/7193,180,SKT/16111,DC,DC_CCS
ŞRJ/7193,180,SKT/16112,DC,DC_CCS
ŞRJ/7193,180,SKT/16114,DC,DC_CCS
ŞRJ/7203,300,SKT/16127,DC,DC_CCS
ŞRJ/7203,300,SKT/16128,DC,DC_CCS
ŞRJ/7203,22,SKT/16129,AC,AC_TYPE2
ŞRJ/6950,22,SKT/15519,AC,AC_TYPE2
ŞRJ/6950,22,SKT/15520,AC,AC_TYPE2
ŞRJ/6951,22,SKT/15521,AC,AC_TYPE2
ŞRJ/6951,22,SKT/15522,AC,AC_TYPE2
ŞRJ/7244,180,SKT/16236,DC,DC_CCS
ŞRJ/7244,180,SKT/16237,DC,DC_CCS
ŞRJ/7244,180,SKT/16238,DC,DC_CCS
ŞRJ/7244,180,SKT/16239,DC,DC_CCS
ŞRJ/7262,60,SKT/16294,DC,DC_CCS
ŞRJ/7262,60,SKT/16295,DC,DC_CCS
ŞRJ/7262,60,SKT/16296,DC,DC_CCS
ŞRJ/7262,60,SKT/16297,DC,DC_CCS
ŞRJ/7262,22,SKT/16298,AC,AC_TYPE2
ŞRJ/7262,22,SKT/16299,AC,AC_TYPE2
ŞRJ/3408,22,SKT/6759,AC,AC_TYPE2
ŞRJ/3408,60,SKT/6760,DC,DC_CCS
ŞRJ/3408,60,SKT/6761,DC,DC_CCS
ŞRJ/3408,22,SKT/6773,AC,AC_TYPE2
ŞRJ/4233,22,SKT/8765,AC,AC_TYPE2
ŞRJ/4237,22,SKT/8773,AC,AC_TYPE2
ŞRJ/4238,22,SKT/8774,AC,AC_TYPE2
ŞRJ/4291,22,SKT/8940,AC,AC_TYPE2
ŞRJ/4292,22,SKT/8941,AC,AC_TYPE2
ŞRJ/4514,22,SKT/9472,AC,AC_TYPE2
ŞRJ/5467,22,SKT/11876,AC,AC_TYPE2
ŞRJ/5651,120,SKT/12212,DC,DC_CCS
ŞRJ/5651,120,SKT/12213,DC,DC_CCS
ŞRJ/221,22,SKT/379,AC,AC_TYPE2
ŞRJ/11221,120,SKT/27747,DC,DC_CCS
ŞRJ/11221,120,SKT/27843,DC,DC_CCS
ŞRJ/15684,180,SKT/42008,DC,DC_CCS
ŞRJ/15684,180,SKT/42009,DC,DC_CCS
ŞRJ/15687,20,SKT/42013,AC,AC_TYPE2
ŞRJ/15687,20,SKT/42014,AC,AC_TYPE2
ŞRJ/15687,20,SKT/42015,AC,AC_TYPE2
ŞRJ/15688,22,SKT/42020,AC,AC_TYPE2
ŞRJ/10435,120,SKT/25390,DC,DC_CCS
ŞRJ/10435,120,SKT/25391,DC,DC_CCS
ŞRJ/10435,22,SKT/25392,AC,AC_TYPE2
ŞRJ/10435,22,SKT/25393,AC,AC_TYPE2
ŞRJ/10437,180,SKT/25394,DC,DC_CCS
ŞRJ/10437,180,SKT/25395,DC,DC_CCS
ŞRJ/10437,22,SKT/25396,AC,AC_TYPE2
ŞRJ/11341,120,SKT/28063,DC,DC_CCS
ŞRJ/11341,120,SKT/28064,DC,DC_CCS
ŞRJ/11342,360,SKT/28065,DC,DC_CCS
ŞRJ/11342,360,SKT/28066,DC,DC_CCS
ŞRJ/10438,180,SKT/25397,DC,DC_CCS
ŞRJ/10438,180,SKT/25398,DC,DC_CCS
ŞRJ/10282,120,SKT/24940,DC,DC_CCS
ŞRJ/10282,120,SKT/24941,DC,DC_CCS
ŞRJ/10282,22,SKT/24942,AC,AC_TYPE2
ŞRJ/10282,22,SKT/24943,AC,AC_TYPE2
ŞRJ/10283,180,SKT/24944,DC,DC_CCS
ŞRJ/10283,180,SKT/24945,DC,DC_CCS
ŞRJ/10283,22,SKT/24946,AC,AC_TYPE2
ŞRJ/10284,350,SKT/24948,DC,DC_CCS
ŞRJ/10284,350,SKT/24950,DC,DC_CCS
ŞRJ/15708,22,SKT/42091,AC,AC_TYPE2
ŞRJ/15708,22,SKT/42093,AC,AC_TYPE2
ŞRJ/15708,22,SKT/42095,AC,AC_TYPE2
ŞRJ/15708,22,SKT/42096,AC,AC_TYPE2
ŞRJ/15708,22,SKT/42097,AC,AC_TYPE2
ŞRJ/15708,22,SKT/42099,AC,AC_TYPE2
ŞRJ/15141,50,SKT/42104,DC,DC_CCS
ŞRJ/15139,50,SKT/42103,DC,DC_CCS
ŞRJ/15709,10,SKT/42106,AC,AC_TYPE2
ŞRJ/15709,10,SKT/42107,AC,AC_TYPE2
ŞRJ/15709,10,SKT/42108,AC,AC_TYPE2
ŞRJ/15709,10,SKT/42109,AC,AC_TYPE2
ŞRJ/4094,22,SKT/8419,AC,AC_TYPE2
ŞRJ/5558,180,SKT/12070,DC,DC_CCS
ŞRJ/5558,180,SKT/12071,DC,DC_CCS
ŞRJ/5610,22,SKT/12155,AC,AC_TYPE2
ŞRJ/15681,120,SKT/41981,DC,DC_CCS
ŞRJ/15681,120,SKT/41982,DC,DC_CCS
ŞRJ/1003,180,SKT/41985,DC,DC_CCS
ŞRJ/1003,180,SKT/41987,DC,DC_CCS
ŞRJ/15683,80,SKT/41989,DC,DC_CCS
ŞRJ/15683,80,SKT/41990,DC,DC_CCS
ŞRJ/15683,22,SKT/41991,AC,AC_TYPE2
ŞRJ/12988,11,SKT/33471,AC,AC_TYPE2
ŞRJ/12988,11,SKT/33472,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41992,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41993,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41994,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41995,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41996,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41997,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41998,AC,AC_TYPE2
ŞRJ/12988,22,SKT/41999,AC,AC_TYPE2
ŞRJ/12988,22,SKT/42018,AC,AC_TYPE2
ŞRJ/12988,22,SKT/42019,AC,AC_TYPE2
ŞRJ/10248,180,SKT/24814,DC,DC_CCS
ŞRJ/10248,180,SKT/24815,DC,DC_CCS
ŞRJ/10248,22,SKT/24816,AC,AC_TYPE2
ŞRJ/8245,120,SKT/18872,DC,DC_CCS
ŞRJ/8245,22,SKT/18873,AC,AC_TYPE2
ŞRJ/8245,60,SKT/20990,DC,DC_CCS
ŞRJ/9001,22,SKT/21018,AC,AC_TYPE2
ŞRJ/9002,22,SKT/21019,AC,AC_TYPE2
ŞRJ/9002,22,SKT/21020,AC,AC_TYPE2
ŞRJ/9003,22,SKT/21021,AC,AC_TYPE2
ŞRJ/9003,22,SKT/21022,AC,AC_TYPE2
ŞRJ/9003,160,SKT/21023,DC,DC_CCS
ŞRJ/9003,160,SKT/21024,DC,DC_CCS
ŞRJ/9005,22,SKT/21027,AC,AC_TYPE2
ŞRJ/9005,22,SKT/21028,AC,AC_TYPE2
ŞRJ/9006,22,SKT/21029,AC,AC_TYPE2
ŞRJ/9006,22,SKT/21030,AC,AC_TYPE2
ŞRJ/25,120,SKT/4720,DC,DC_CCS
ŞRJ/25,120,SKT/4721,DC,DC_CCS
ŞRJ/25,22,SKT/21045,AC,AC_TYPE2
ŞRJ/25,22,SKT/21046,AC,AC_TYPE2
ŞRJ/9011,22,SKT/21047,AC,AC_TYPE2
ŞRJ/9011,22,SKT/21048,AC,AC_TYPE2
ŞRJ/2635,22,SKT/4999,AC,AC_TYPE2
ŞRJ/2635,22,SKT/5000,AC,AC_TYPE2
ŞRJ/2678,22,SKT/5100,AC,AC_TYPE2
ŞRJ/2678,22,SKT/5101,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38520,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38521,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38522,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38524,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38525,AC,AC_TYPE2
ŞRJ/14617,22,SKT/38526,AC,AC_TYPE2
ŞRJ/5911,11,SKT/12857,AC,AC_TYPE2
ŞRJ/5911,11,SKT/38552,AC,AC_TYPE2
ŞRJ/7708,22,SKT/17547,AC,AC_TYPE2
ŞRJ/7708,22,SKT/17549,AC,AC_TYPE2
ŞRJ/7708,22,SKT/17550,AC,AC_TYPE2
ŞRJ/7713,22,SKT/17556,AC,AC_TYPE2
ŞRJ/7713,22,SKT/17558,AC,AC_TYPE2
ŞRJ/7713,22,SKT/17559,AC,AC_TYPE2
ŞRJ/14624,15,SKT/38568,AC,AC_TYPE2
ŞRJ/14624,15,SKT/38569,AC,AC_TYPE2
ŞRJ/14625,22,SKT/38570,AC,AC_TYPE2
ŞRJ/14625,22,SKT/38571,AC,AC_TYPE2
ŞRJ/14625,22,SKT/38572,AC,AC_TYPE2
ŞRJ/7989,11,SKT/18223,AC,AC_TYPE2
ŞRJ/7989,11,SKT/18224,AC,AC_TYPE2
ŞRJ/14637,120,SKT/38607,DC,DC_CCS
ŞRJ/14637,22,SKT/38608,AC,AC_TYPE2
ŞRJ/14637,22,SKT/38609,AC,AC_TYPE2
ŞRJ/14637,120,SKT/38610,DC,DC_CCS
ŞRJ/1141,10,SKT/1965,AC,AC_TYPE2
ŞRJ/1141,10,SKT/35669,AC,AC_TYPE2
ŞRJ/1141,10,SKT/36488,AC,AC_TYPE2
ŞRJ/1141,10,SKT/36489,AC,AC_TYPE2
ŞRJ/1141,21,SKT/36490,AC,AC_TYPE2
ŞRJ/1141,21,SKT/36491,AC,AC_TYPE2
ŞRJ/1141,21,SKT/38623,AC,AC_TYPE2
ŞRJ/1141,21,SKT/38624,AC,AC_TYPE2
ŞRJ/1141,10,SKT/38625,AC,AC_TYPE2
ŞRJ/1141,10,SKT/38626,AC,AC_TYPE2
ŞRJ/1141,10,SKT/38627,AC,AC_TYPE2
ŞRJ/1141,10,SKT/38628,AC,AC_TYPE2
ŞRJ/14647,21,SKT/38732,AC,AC_TYPE2
ŞRJ/14650,180,SKT/38739,DC,DC_CCS
ŞRJ/14650,180,SKT/38740,DC,DC_CCS
ŞRJ/14658,21,SKT/38758,AC,AC_TYPE2
ŞRJ/14658,21,SKT/38759,AC,AC_TYPE2
ŞRJ/14658,21,SKT/38760,AC,AC_TYPE2
ŞRJ/14658,21,SKT/38761,AC,AC_TYPE2
ŞRJ/14674,22,SKT/38799,AC,AC_TYPE2
ŞRJ/14674,22,SKT/38800,AC,AC_TYPE2
ŞRJ/14674,22,SKT/38801,AC,AC_TYPE2
ŞRJ/14674,22,SKT/38802,AC,AC_TYPE2
ŞRJ/14674,22,SKT/38803,AC,AC_TYPE2
ŞRJ/14706,21,SKT/38901,AC,AC_TYPE2
ŞRJ/14706,21,SKT/38902,AC,AC_TYPE2
ŞRJ/14706,21,SKT/38903,AC,AC_TYPE2
ŞRJ/14706,21,SKT/38904,AC,AC_TYPE2
ŞRJ/5818,22,SKT/12678,AC,AC_TYPE2
ŞRJ/14713,180,SKT/38935,DC,DC_CCS
ŞRJ/14713,180,SKT/38936,DC,DC_CCS
ŞRJ/1124,22,SKT/1937,AC,AC_TYPE2
ŞRJ/2056,22,SKT/3767,AC,AC_TYPE2
ŞRJ/2139,160,SKT/3896,DC,DC_CCS
ŞRJ/2139,22,SKT/3897,AC,AC_TYPE2
ŞRJ/2139,160,SKT/5137,DC,DC_CCS
ŞRJ/2140,160,SKT/3898,DC,DC_CCS
ŞRJ/2140,22,SKT/3899,AC,AC_TYPE2
ŞRJ/2140,160,SKT/5375,DC,DC_CCS
ŞRJ/2672,22,SKT/5089,AC,AC_TYPE2
ŞRJ/2803,22,SKT/5379,AC,AC_TYPE2
ŞRJ/2804,22,SKT/5380,AC,AC_TYPE2
ŞRJ/2859,22,SKT/5533,AC,AC_TYPE2
ŞRJ/5318,22,SKT/11492,AC,AC_TYPE2
ŞRJ/5318,22,SKT/11493,AC,AC_TYPE2
ŞRJ/4451,22,SKT/9348,AC,AC_TYPE2
ŞRJ/4451,22,SKT/9349,AC,AC_TYPE2
ŞRJ/4452,22,SKT/9350,AC,AC_TYPE2
ŞRJ/4452,22,SKT/9351,AC,AC_TYPE2
ŞRJ/4350,22,SKT/9062,AC,AC_TYPE2
ŞRJ/4350,22,SKT/9063,AC,AC_TYPE2
ŞRJ/4350,22,SKT/9064,AC,AC_TYPE2
ŞRJ/4350,22,SKT/9065,AC,AC_TYPE2
ŞRJ/4350,22,SKT/10999,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11000,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11001,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11002,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11003,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11004,AC,AC_TYPE2
ŞRJ/4350,22,SKT/11005,AC,AC_TYPE2
ŞRJ/5377,22,SKT/11680,AC,AC_TYPE2
ŞRJ/5476,22,SKT/11909,AC,AC_TYPE2
ŞRJ/2144,7,SKT/3911,AC,AC_TYPE2
ŞRJ/2973,11,SKT/5757,AC,AC_TYPE2
ŞRJ/2973,11,SKT/10140,AC,AC_TYPE2
ŞRJ/2992,22,SKT/5792,AC,AC_TYPE2
ŞRJ/2992,22,SKT/8564,AC,AC_TYPE2
ŞRJ/3039,60,SKT/5908,DC,DC_CCS
ŞRJ/3039,60,SKT/5909,DC,DC_CCS
ŞRJ/3039,22,SKT/8581,AC,AC_TYPE2
ŞRJ/3855,11,SKT/7893,AC,AC_TYPE2
ŞRJ/3855,11,SKT/8213,AC,AC_TYPE2
ŞRJ/3857,3.5,SKT/7895,AC,AC_TYPE2
ŞRJ/3858,3.5,SKT/7896,AC,AC_TYPE2
