ISTASYON_NO,SOKET_GUCU,SOKET_NO,SOKET_TIPI,SOKET_TURU
ŞRJ/5494,160,SKT/11940,DC,DC_CCS
ŞRJ/6095,300,SKT/13319,DC,DC_CCS
ŞRJ/6095,300,SKT/13320,DC,DC_CCS
ŞRJ/6095,300,SKT/13321,DC,DC_CCS
ŞRJ/6095,300,SKT/13322,DC,DC_CCS
ŞRJ/3765,22,SKT/7590,AC,AC_TYPE2
ŞRJ/3765,22,SKT/7847,AC,AC_TYPE2
ŞRJ/3765,22,SKT/7848,AC,AC_TYPE2
ŞRJ/3765,22,SKT/7849,AC,AC_TYPE2
ŞRJ/3745,22,SKT/7552,AC,AC_TYPE2
ŞRJ/3745,120,SKT/7553,DC,DC_CCS
ŞRJ/3745,120,SKT/7554,DC,DC_CCS
ŞRJ/3745,22,SKT/9028,AC,AC_TYPE2
ŞRJ/12667,60,SKT/32547,DC,DC_CCS
ŞRJ/12667,60,SKT/32548,DC,DC_CCS
ŞRJ/12667,22,SKT/32549,AC,AC_TYPE2
ŞRJ/12681,180,SKT/32581,DC,DC_CCS
ŞRJ/12681,180,SKT/32582,DC,DC_CCS
ŞRJ/12681,180,SKT/32583,DC,DC_CCS
ŞRJ/12681,180,SKT/32584,DC,DC_CCS
ŞRJ/12682,180,SKT/32585,DC,DC_CCS
ŞRJ/12682,180,SKT/32586,DC,DC_CCS
ŞRJ/12682,180,SKT/32587,DC,DC_CCS
ŞRJ/12682,180,SKT/32588,DC,DC_CCS
ŞRJ/12694,10,SKT/32626,AC,AC_TYPE2
ŞRJ/12694,10,SKT/32627,AC,AC_TYPE2
ŞRJ/12694,10,SKT/32628,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32659,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32660,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32661,AC,AC_TYPE2
ŞRJ/12696,22,SKT/32662,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32663,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32664,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32665,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32666,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32667,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32668,AC,AC_TYPE2
ŞRJ/12696,22,SKT/32669,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32670,AC,AC_TYPE2
ŞRJ/12696,22,SKT/32671,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32672,AC,AC_TYPE2
ŞRJ/12696,11,SKT/32673,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32674,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32675,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32676,AC,AC_TYPE2
ŞRJ/12697,11,SKT/32677,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32678,AC,AC_TYPE2
ŞRJ/12697,11,SKT/32679,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32680,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32681,AC,AC_TYPE2
ŞRJ/12697,11,SKT/32682,AC,AC_TYPE2
ŞRJ/12697,11,SKT/32683,AC,AC_TYPE2
ŞRJ/12697,22,SKT/32684,AC,AC_TYPE2
ŞRJ/12698,120,SKT/32685,DC,DC_CCS
ŞRJ/12698,120,SKT/32686,DC,DC_CCS
ŞRJ/7366,22,SKT/16542,AC,AC_TYPE2
ŞRJ/7366,22,SKT/16543,AC,AC_TYPE2
ŞRJ/7424,11,SKT/16703,AC,AC_TYPE2
ŞRJ/7427,22,SKT/16706,AC,AC_TYPE2
ŞRJ/7427,22,SKT/16707,AC,AC_TYPE2
ŞRJ/7428,22,SKT/16708,AC,AC_TYPE2
ŞRJ/7428,22,SKT/16774,AC,AC_TYPE2
ŞRJ/7431,22,SKT/16711,AC,AC_TYPE2
ŞRJ/7431,22,SKT/16712,AC,AC_TYPE2
ŞRJ/7431,22,SKT/16713,AC,AC_TYPE2
ŞRJ/7431,22,SKT/16714,AC,AC_TYPE2
ŞRJ/7432,22,SKT/16715,AC,AC_TYPE2
ŞRJ/7432,22,SKT/16717,AC,AC_TYPE2
ŞRJ/7432,22,SKT/16719,AC,AC_TYPE2
ŞRJ/7432,22,SKT/16720,AC,AC_TYPE2
ŞRJ/7453,22,SKT/16758,AC,AC_TYPE2
ŞRJ/7456,22,SKT/16764,AC,AC_TYPE2
ŞRJ/7489,120,SKT/16849,DC,DC_CCS
ŞRJ/7489,120,SKT/16850,DC,DC_CCS
ŞRJ/7489,22,SKT/16851,AC,AC_TYPE2
ŞRJ/7489,120,SKT/16852,DC,DC_CCS
ŞRJ/7489,120,SKT/16853,DC,DC_CCS
ŞRJ/7489,22,SKT/16855,AC,AC_TYPE2
ŞRJ/2823,22,SKT/5442,AC,AC_TYPE2
ŞRJ/2823,22,SKT/5443,AC,AC_TYPE2
ŞRJ/2823,22,SKT/5444,AC,AC_TYPE2
ŞRJ/2823,22,SKT/13023,AC,AC_TYPE2
ŞRJ/2823,22,SKT/13024,AC,AC_TYPE2
ŞRJ/2823,50,SKT/16868,DC,DC_CCS
ŞRJ/2823,22,SKT/16869,AC,AC_TYPE2
ŞRJ/7580,11,SKT/17146,AC,AC_TYPE2
ŞRJ/7602,120,SKT/17198,DC,DC_CCS
ŞRJ/7602,120,SKT/17199,DC,DC_CCS
ŞRJ/19,22,SKT/33,AC,AC_TYPE2
ŞRJ/19,22,SKT/34,AC,AC_TYPE2
ŞRJ/19,120,SKT/17228,DC,DC_CCS
ŞRJ/19,120,SKT/17229,DC,DC_CCS
ŞRJ/12,22,SKT/18,AC,AC_TYPE2
ŞRJ/12,22,SKT/19,AC,AC_TYPE2
ŞRJ/12,50,SKT/4748,DC,DC_CCS
ŞRJ/12,50,SKT/4749,DC,DC_CHADEMO
ŞRJ/12,22,SKT/4750,AC,AC_TYPE2
ŞRJ/12,120,SKT/4751,DC,DC_CCS
ŞRJ/12,120,SKT/4752,DC,DC_CCS
ŞRJ/12,120,SKT/4753,DC,DC_CCS
ŞRJ/12,120,SKT/4754,DC,DC_CCS
ŞRJ/12,120,SKT/17234,DC,DC_CCS
ŞRJ/12,120,SKT/17235,DC,DC_CCS
ŞRJ/4840,22,SKT/10262,AC,AC_TYPE2
ŞRJ/4840,22,SKT/10263,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17278,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17279,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17280,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17281,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17282,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17283,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17284,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17285,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17286,AC,AC_TYPE2
ŞRJ/7621,22,SKT/17287,AC,AC_TYPE2
ŞRJ/7619,22,SKT/17273,AC,AC_TYPE2
ŞRJ/7619,22,SKT/17274,AC,AC_TYPE2
ŞRJ/7619,22,SKT/17275,AC,AC_TYPE2
ŞRJ/7619,22,SKT/17276,AC,AC_TYPE2
ŞRJ/7623,60,SKT/17298,DC,DC_CCS
ŞRJ/7623,60,SKT/17299,DC,DC_CCS
ŞRJ/7623,60,SKT/17300,DC,DC_CCS
ŞRJ/7623,60,SKT/17301,DC,DC_CCS
ŞRJ/7624,22,SKT/17302,AC,AC_TYPE2
ŞRJ/7625,22,SKT/17303,AC,AC_TYPE2
ŞRJ/7626,22,SKT/17304,AC,AC_TYPE2
ŞRJ/7626,22,SKT/17305,AC,AC_TYPE2
ŞRJ/7626,22,SKT/17306,AC,AC_TYPE2
ŞRJ/7626,22,SKT/17307,AC,AC_TYPE2
ŞRJ/7626,180,SKT/17308,DC,DC_CCS
ŞRJ/7626,180,SKT/17309,DC,DC_CCS
ŞRJ/7626,60,SKT/17310,DC,DC_CCS
ŞRJ/7626,60,SKT/17311,DC,DC_CCS
ŞRJ/7626,60,SKT/17312,DC,DC_CCS
ŞRJ/7626,22,SKT/17313,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17320,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17321,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17322,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17323,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17324,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17325,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17326,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17327,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17328,AC,AC_TYPE2
ŞRJ/7630,22,SKT/17329,AC,AC_TYPE2
ŞRJ/7642,22,SKT/17359,AC,AC_TYPE2
ŞRJ/7642,22,SKT/17360,AC,AC_TYPE2
ŞRJ/7642,22,SKT/17361,AC,AC_TYPE2
ŞRJ/7642,22,SKT/17362,AC,AC_TYPE2
ŞRJ/7642,22,SKT/17363,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17364,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17365,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17366,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17367,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17368,AC,AC_TYPE2
ŞRJ/7643,11,SKT/17369,AC,AC_TYPE2
ŞRJ/7645,11,SKT/17373,AC,AC_TYPE2
ŞRJ/7645,11,SKT/17374,AC,AC_TYPE2
ŞRJ/7645,11,SKT/17375,AC,AC_TYPE2
ŞRJ/7650,22,SKT/17403,AC,AC_TYPE2
ŞRJ/7650,22,SKT/17404,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17405,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17406,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17407,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17408,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17409,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17410,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17411,AC,AC_TYPE2
ŞRJ/7651,22,SKT/17412,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17413,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17414,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17415,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17416,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17417,AC,AC_TYPE2
ŞRJ/7652,22,SKT/17418,AC,AC_TYPE2
ŞRJ/7677,22,SKT/17484,AC,AC_TYPE2
ŞRJ/7677,22,SKT/17485,AC,AC_TYPE2
ŞRJ/7716,22,SKT/17566,AC,AC_TYPE2
ŞRJ/7716,22,SKT/17567,AC,AC_TYPE2
ŞRJ/7717,22,SKT/17568,AC,AC_TYPE2
ŞRJ/7717,22,SKT/17569,AC,AC_TYPE2
ŞRJ/7727,180,SKT/17591,DC,DC_CCS
ŞRJ/7727,180,SKT/17592,DC,DC_CCS
ŞRJ/7751,120,SKT/17643,DC,DC_CCS
ŞRJ/7751,120,SKT/17644,DC,DC_CCS
ŞRJ/7830,180,SKT/17839,DC,DC_CCS
ŞRJ/7830,180,SKT/17840,DC,DC_CCS
ŞRJ/7830,22,SKT/17841,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17842,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17843,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17844,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17845,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17846,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17847,AC,AC_TYPE2
ŞRJ/7830,22,SKT/17848,AC,AC_TYPE2
ŞRJ/7886,60,SKT/17968,DC,DC_CCS
ŞRJ/7886,22,SKT/17969,AC,AC_TYPE2
ŞRJ/7886,22,SKT/17970,AC,AC_TYPE2
ŞRJ/7886,22,SKT/17971,AC,AC_TYPE2
ŞRJ/7888,22,SKT/17973,AC,AC_TYPE2
ŞRJ/7888,22,SKT/17974,AC,AC_TYPE2
ŞRJ/7888,22,SKT/17975,AC,AC_TYPE2
ŞRJ/7888,22,SKT/17976,AC,AC_TYPE2
ŞRJ/7725,180,SKT/17579,DC,DC_CCS
ŞRJ/7725,180,SKT/17581,DC,DC_CCS
ŞRJ/7725,60,SKT/17583,DC,DC_CCS
ŞRJ/7725,60,SKT/17584,DC,DC_CCS
ŞRJ/7725,60,SKT/17585,DC,DC_CCS
ŞRJ/7725,22,SKT/17586,AC,AC_TYPE2
ŞRJ/7725,22,SKT/17587,AC,AC_TYPE2
ŞRJ/7725,22,SKT/17588,AC,AC_TYPE2
ŞRJ/7725,180,SKT/17979,DC,DC_CCS
ŞRJ/7725,180,SKT/17980,DC,DC_CCS
ŞRJ/7725,22,SKT/17982,AC,AC_TYPE2
ŞRJ/7725,22,SKT/17983,AC,AC_TYPE2
ŞRJ/7263,60,SKT/16300,DC,DC_CCS
ŞRJ/7263,60,SKT/16301,DC,DC_CCS
ŞRJ/7264,22,SKT/16302,AC,AC_TYPE2
ŞRJ/7265,22,SKT/16303,AC,AC_TYPE2
ŞRJ/7265,22,SKT/16304,AC,AC_TYPE2
ŞRJ/7267,22,SKT/16308,AC,AC_TYPE2
ŞRJ/7267,22,SKT/16309,AC,AC_TYPE2
ŞRJ/7268,60,SKT/16310,DC,DC_CCS
ŞRJ/7268,60,SKT/16311,DC,DC_CCS
ŞRJ/7272,22,SKT/16318,AC,AC_TYPE2
ŞRJ/7272,22,SKT/16319,AC,AC_TYPE2
ŞRJ/7274,22,SKT/16323,AC,AC_TYPE2
ŞRJ/7274,22,SKT/16324,AC,AC_TYPE2
ŞRJ/7276,22,SKT/16329,AC,AC_TYPE2
ŞRJ/7276,22,SKT/16330,AC,AC_TYPE2
ŞRJ/7276,22,SKT/16331,AC,AC_TYPE2
ŞRJ/7277,22,SKT/16332,AC,AC_TYPE2
ŞRJ/7277,22,SKT/16333,AC,AC_TYPE2
ŞRJ/7280,22,SKT/16339,AC,AC_TYPE2
ŞRJ/7315,22,SKT/16426,AC,AC_TYPE2
ŞRJ/7315,22,SKT/16427,AC,AC_TYPE2
ŞRJ/7323,60,SKT/16444,DC,DC_CCS
ŞRJ/7338,22,SKT/16477,AC,AC_TYPE2
ŞRJ/7350,22,SKT/16512,AC,AC_TYPE2
ŞRJ/7350,22,SKT/16513,AC,AC_TYPE2
ŞRJ/7351,22,SKT/16514,AC,AC_TYPE2
ŞRJ/7351,22,SKT/16515,AC,AC_TYPE2
ŞRJ/7352,22,SKT/16516,AC,AC_TYPE2
ŞRJ/7354,22,SKT/16518,AC,AC_TYPE2
ŞRJ/9234,7,SKT/21641,AC,AC_TYPE2
ŞRJ/9244,60,SKT/21683,DC,DC_CCS
ŞRJ/9244,60,SKT/21684,DC,DC_CCS
ŞRJ/9244,22,SKT/21685,AC,AC_TYPE2
ŞRJ/9256,120,SKT/21712,DC,DC_CCS
ŞRJ/9256,120,SKT/21713,DC,DC_CCS
ŞRJ/9265,22,SKT/21727,AC,AC_TYPE2
ŞRJ/9249,22,SKT/21692,AC,AC_TYPE2
ŞRJ/9249,22,SKT/21694,AC,AC_TYPE2
ŞRJ/9249,22,SKT/21695,AC,AC_TYPE2
ŞRJ/9250,22,SKT/21701,AC,AC_TYPE2
ŞRJ/9250,22,SKT/21702,AC,AC_TYPE2
ŞRJ/9252,22,SKT/21703,AC,AC_TYPE2
ŞRJ/9252,22,SKT/21704,AC,AC_TYPE2
ŞRJ/9255,22,SKT/21711,AC,AC_TYPE2
ŞRJ/9257,22,SKT/21714,AC,AC_TYPE2
ŞRJ/9266,22,SKT/21728,AC,AC_TYPE2
ŞRJ/7279,22,SKT/16338,AC,AC_TYPE2
ŞRJ/7279,22,SKT/21740,AC,AC_TYPE2
ŞRJ/960,22,SKT/1630,AC,AC_TYPE2
ŞRJ/960,22,SKT/21741,AC,AC_TYPE2
ŞRJ/960,60,SKT/21742,DC,DC_CCS
ŞRJ/960,60,SKT/21743,DC,DC_CCS
ŞRJ/962,22,SKT/1633,AC,AC_TYPE2
ŞRJ/962,22,SKT/1634,AC,AC_TYPE2
ŞRJ/962,22,SKT/21747,AC,AC_TYPE2
ŞRJ/962,22,SKT/21748,AC,AC_TYPE2
ŞRJ/9275,22,SKT/21749,AC,AC_TYPE2
ŞRJ/9275,22,SKT/21750,AC,AC_TYPE2
ŞRJ/9275,22,SKT/21751,AC,AC_TYPE2
ŞRJ/9275,22,SKT/21752,AC,AC_TYPE2
ŞRJ/9275,22,SKT/21753,AC,AC_TYPE2
ŞRJ/987,22,SKT/1684,AC,AC_TYPE2
ŞRJ/987,180,SKT/21770,DC,DC_CCS
ŞRJ/997,22,SKT/1695,AC,AC_TYPE2
ŞRJ/997,22,SKT/1696,AC,AC_TYPE2
ŞRJ/997,60,SKT/21774,DC,DC_CCS
ŞRJ/997,60,SKT/21775,DC,DC_CCS
ŞRJ/1454,22,SKT/2524,AC,AC_TYPE2
ŞRJ/1454,22,SKT/2525,AC,AC_TYPE2
ŞRJ/1454,60,SKT/21812,DC,DC_CCS
ŞRJ/1454,60,SKT/21813,DC,DC_CCS
ŞRJ/1030,22,SKT/1752,AC,AC_TYPE2
ŞRJ/1030,22,SKT/1753,AC,AC_TYPE2
ŞRJ/1030,60,SKT/21818,DC,DC_CCS
ŞRJ/1030,60,SKT/21819,DC,DC_CCS
ŞRJ/1031,22,SKT/1754,AC,AC_TYPE2
ŞRJ/1031,22,SKT/1755,AC,AC_TYPE2
ŞRJ/1031,60,SKT/21820,DC,DC_CCS
ŞRJ/1031,60,SKT/21821,DC,DC_CCS
ŞRJ/4407,120,SKT/9210,DC,DC_CCS
ŞRJ/4407,22,SKT/9211,AC,AC_TYPE2
ŞRJ/4407,120,SKT/10707,DC,DC_CCS
ŞRJ/4406,22,SKT/9208,AC,AC_TYPE2
ŞRJ/4406,22,SKT/9209,AC,AC_TYPE2
ŞRJ/4755,120,SKT/10120,DC,DC_CCS
ŞRJ/4755,22,SKT/10121,AC,AC_TYPE2
ŞRJ/4755,22,SKT/10122,AC,AC_TYPE2
ŞRJ/4755,120,SKT/10706,DC,DC_CCS
ŞRJ/4678,22,SKT/9928,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9929,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9930,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9931,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9932,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9933,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9934,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9935,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9936,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9937,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9938,AC,AC_TYPE2
ŞRJ/4678,22,SKT/9939,AC,AC_TYPE2
ŞRJ/4674,22,SKT/9924,AC,AC_TYPE2
ŞRJ/4404,22,SKT/9205,AC,AC_TYPE2
ŞRJ/4404,22,SKT/9206,AC,AC_TYPE2
ŞRJ/4403,180,SKT/9181,DC,DC_CCS
ŞRJ/4403,180,SKT/9182,DC,DC_CCS
ŞRJ/4403,22,SKT/9183,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9184,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9185,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9186,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9187,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9188,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9191,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9192,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9193,AC,AC_TYPE2
ŞRJ/4403,22,SKT/9194,AC,AC_TYPE2
ŞRJ/4403,180,SKT/10704,DC,DC_CCS
ŞRJ/4403,180,SKT/10705,DC,DC_CCS
ŞRJ/3991,22,SKT/9162,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9164,AC,AC_TYPE2
ŞRJ/3991,120,SKT/9166,DC,DC_CCS
ŞRJ/3991,22,SKT/9167,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9168,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9169,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9170,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9171,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9172,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9173,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9174,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9175,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9176,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9177,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9178,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9179,AC,AC_TYPE2
ŞRJ/3991,22,SKT/9180,AC,AC_TYPE2
ŞRJ/3991,120,SKT/10703,DC,DC_CCS
ŞRJ/9341,22,SKT/21962,AC,AC_TYPE2
ŞRJ/9341,120,SKT/21963,DC,DC_CCS
ŞRJ/9341,120,SKT/21964,DC,DC_CCS
ŞRJ/9341,30,SKT/21965,DC,DC_CCS
ŞRJ/9352,22,SKT/21995,AC,AC_TYPE2
ŞRJ/9356,22,SKT/22004,AC,AC_TYPE2
ŞRJ/9388,22,SKT/22073,AC,AC_TYPE2
ŞRJ/9390,22,SKT/22076,AC,AC_TYPE2
ŞRJ/9392,60,SKT/22294,DC,DC_CCS
ŞRJ/9399,7,SKT/22105,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22124,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22125,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22126,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22127,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22128,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22129,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22130,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22131,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22132,AC,AC_TYPE2
ŞRJ/9403,22,SKT/22133,AC,AC_TYPE2
ŞRJ/7914,7,SKT/18023,AC,AC_TYPE2
ŞRJ/7914,7,SKT/22185,AC,AC_TYPE2
ŞRJ/9423,22,SKT/22191,AC,AC_TYPE2
ŞRJ/9423,22,SKT/22192,AC,AC_TYPE2
ŞRJ/9423,22,SKT/22193,AC,AC_TYPE2
ŞRJ/9423,22,SKT/22194,AC,AC_TYPE2
ŞRJ/9423,22,SKT/22195,AC,AC_TYPE2
ŞRJ/9423,60,SKT/22196,DC,DC_CCS
ŞRJ/9423,60,SKT/22197,DC,DC_CCS
ŞRJ/9038,22,SKT/21121,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21122,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21123,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21124,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21125,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21126,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21127,AC,AC_TYPE2
ŞRJ/9038,22,SKT/21128,AC,AC_TYPE2
ŞRJ/9038,22,SKT/22198,AC,AC_TYPE2
ŞRJ/9019,22,SKT/21066,AC,AC_TYPE2
ŞRJ/9019,22,SKT/21067,AC,AC_TYPE2
ŞRJ/9051,11,SKT/21144,AC,AC_TYPE2
ŞRJ/9052,11,SKT/21145,AC,AC_TYPE2
ŞRJ/9053,11,SKT/21146,AC,AC_TYPE2
ŞRJ/9071,180,SKT/21175,DC,DC_CCS
ŞRJ/9071,180,SKT/21176,DC,DC_CCS
ŞRJ/9082,180,SKT/21198,DC,DC_CCS
ŞRJ/9082,180,SKT/21199,DC,DC_CCS
ŞRJ/9089,22,SKT/21224,AC,AC_TYPE2
ŞRJ/9089,22,SKT/21226,AC,AC_TYPE2
ŞRJ/9089,22,SKT/21227,AC,AC_TYPE2
ŞRJ/9089,22,SKT/21228,AC,AC_TYPE2
ŞRJ/9091,22,SKT/21232,AC,AC_TYPE2
ŞRJ/9091,22,SKT/21233,AC,AC_TYPE2
ŞRJ/9091,22,SKT/21234,AC,AC_TYPE2
ŞRJ/9091,22,SKT/21235,AC,AC_TYPE2
ŞRJ/9094,22,SKT/21238,AC,AC_TYPE2
ŞRJ/9094,60,SKT/21239,DC,DC_CCS
ŞRJ/9094,60,SKT/21240,DC,DC_CCS
ŞRJ/9097,22,SKT/21244,AC,AC_TYPE2
ŞRJ/9097,22,SKT/21245,AC,AC_TYPE2
ŞRJ/9099,60,SKT/21248,DC,DC_CCS
ŞRJ/9099,60,SKT/21249,DC,DC_CCS
ŞRJ/9134,3.4,SKT/21352,AC,AC_TYPE2
ŞRJ/9134,3.4,SKT/21353,AC,AC_TYPE2
ŞRJ/9173,120,SKT/21444,DC,DC_CCS
ŞRJ/9173,120,SKT/21445,DC,DC_CCS
ŞRJ/9186,22,SKT/21478,AC,AC_TYPE2
ŞRJ/9186,22,SKT/21479,AC,AC_TYPE2
ŞRJ/9186,22,SKT/21480,AC,AC_TYPE2
ŞRJ/9186,22,SKT/21481,AC,AC_TYPE2
ŞRJ/9186,22,SKT/21482,AC,AC_TYPE2
ŞRJ/9186,22,SKT/21483,AC,AC_TYPE2
ŞRJ/9207,22,SKT/21553,AC,AC_TYPE2
ŞRJ/9207,22,SKT/21554,AC,AC_TYPE2
ŞRJ/9213,22,SKT/21576,AC,AC_TYPE2
ŞRJ/9213,22,SKT/21577,AC,AC_TYPE2
ŞRJ/9216,22,SKT/21582,AC,AC_TYPE2
ŞRJ/9216,22,SKT/21583,AC,AC_TYPE2
ŞRJ/9216,22,SKT/21584,AC,AC_TYPE2
ŞRJ/9216,22,SKT/21585,AC,AC_TYPE2
ŞRJ/9216,22,SKT/21586,AC,AC_TYPE2
ŞRJ/11224,120,SKT/27752,DC,DC_CCS
ŞRJ/11224,360,SKT/27753,DC,DC_CCS
ŞRJ/11224,120,SKT/27841,DC,DC_CCS
ŞRJ/11224,360,SKT/27842,DC,DC_CCS
ŞRJ/3823,22,SKT/7813,AC,AC_TYPE2
ŞRJ/3823,22,SKT/7815,AC,AC_TYPE2
ŞRJ/3823,22,SKT/7816,AC,AC_TYPE2
ŞRJ/3823,22,SKT/7817,AC,AC_TYPE2
ŞRJ/3823,120,SKT/7819,DC,DC_CCS
ŞRJ/3823,120,SKT/11882,DC,DC_CCS
ŞRJ/4071,22,SKT/8338,AC,AC_TYPE2
ŞRJ/4071,22,SKT/8339,AC,AC_TYPE2
ŞRJ/4071,22,SKT/8340,AC,AC_TYPE2
ŞRJ/4071,22,SKT/8341,AC,AC_TYPE2
ŞRJ/4071,120,SKT/8342,DC,DC_CCS
ŞRJ/4071,120,SKT/11883,DC,DC_CCS
ŞRJ/4556,22,SKT/9602,AC,AC_TYPE2
ŞRJ/4556,22,SKT/9603,AC,AC_TYPE2
ŞRJ/4558,22,SKT/9604,AC,AC_TYPE2
ŞRJ/4558,22,SKT/9605,AC,AC_TYPE2
ŞRJ/4560,22,SKT/9607,AC,AC_TYPE2
ŞRJ/4560,22,SKT/9608,AC,AC_TYPE2
ŞRJ/4561,22,SKT/9610,AC,AC_TYPE2
ŞRJ/4567,22,SKT/9628,AC,AC_TYPE2
ŞRJ/4567,22,SKT/9629,AC,AC_TYPE2
ŞRJ/5471,22,SKT/11892,AC,AC_TYPE2
ŞRJ/5471,22,SKT/11893,AC,AC_TYPE2
